,,0
76,10,0.5104036
76,11,0.43324664
76,12,0.53584266
76,13,0.7288154
76,14,0.7457302
76,15,0.7177661999999999
77,0,0.6930061
77,1,0.63435704
77,2,0.31034425
77,3,0.63335645
77,4,0.59660673
77,5,0.52092624
77,6,0.47015637
77,7,0.7689311
77,8,0.7883051999999999
77,9,0.5618846
77,10,0.67942595
77,11,0.5144412
77,12,0.53279495
77,13,0.75220007
77,14,0.75983465
77,15,0.64940053
78,0,0.52969766
78,1,0.3102761
78,2,0.25980762
78,3,0.40533772
78,4,0.30805632
78,5,0.50647324
78,6,0.18296114
78,7,0.50640076
78,8,0.43485206
78,9,0.19479492
78,10,0.25984365
78,11,0.27730256
78,12,0.23141283
78,13,0.48978922
78,14,0.55429524
78,15,0.42758548
79,0,0.7612573
79,1,0.50105363
79,2,0.40841007
79,3,0.6293181
79,4,0.595724
79,5,0.8122342
79,6,0.45273766
79,7,0.761404
79,8,0.76676756
79,9,0.49184406
79,10,0.42502049999999997
79,11,0.43957677
79,12,0.51648647
79,13,0.7922478000000001
79,14,0.7838759
79,15,0.73694605
80,0,0.6422872
80,1,0.44552657
80,2,0.33105522
80,3,0.5922426
80,4,0.4300394
80,5,0.56744665
80,6,0.45294229999999996
80,7,0.62556994
80,8,0.72278196
80,9,0.5184133
80,10,0.372643
80,11,0.37067863
80,12,0.39438233
80,13,0.69122255
80,14,0.7694979000000001
80,15,0.6222563
81,0,0.8717792999999999
81,1,0.6843646
81,2,0.49532527
81,3,0.75559705
81,4,0.7584095999999999
81,5,0.84608686
81,6,0.62319463
81,7,0.92088544
81,8,0.9219719999999999
81,9,0.6305623
81,10,0.7753777
81,11,0.7666469
81,12,0.6873461
81,13,0.91513336
81,14,0.88670486
81,15,0.7751156
82,0,0.6313095999999999
82,1,0.54784286
82,2,0.39172682
82,3,0.5460181
82,4,0.539204
82,5,0.6821722
82,6,0.35704935
82,7,0.6954064
82,8,0.6456031999999999
82,9,0.28298047
82,10,0.47808543
82,11,0.56008846
82,12,0.44566715
82,13,0.6540497
82,14,0.58261484
82,15,0.5790369000000001
83,0,0.6844209
83,1,0.62344253
83,2,0.48623180000000005
83,3,0.611187
83,4,0.7584519000000001
83,5,0.8214021
83,6,0.53628457
83,7,0.80460525
83,8,0.72583234
83,9,0.26230094
83,10,0.43878950000000005
83,11,0.6418354000000001
83,12,0.60075676
83,13,0.76832116
83,14,0.5831196999999999
83,15,0.7359286999999999
84,0,0.7537263000000001
84,1,0.7403494
84,2,0.45166880000000004
84,3,0.5965778
84,4,0.6484613
84,5,0.7699684
84,6,0.719294
84,7,0.81232655
84,8,0.78245264
84,9,0.24367745
84,10,0.7299424
84,11,0.65418196
84,12,0.69986933
84,13,0.7573647
84,14,0.7671053000000001
84,15,0.71133226
85,0,0.7075670000000001
85,1,0.5398929
85,2,0.36438712
85,3,0.6796869000000001
85,4,0.5127639
85,5,0.53037935
85,6,0.41902688
85,7,0.7512418000000001
85,8,0.75090295
85,9,0.52802646
85,10,0.52455395
85,11,0.5508156
85,12,0.4363643
85,13,0.761299
85,14,0.7886985
85,15,0.6324882
86,0,0.5984215
86,1,0.5201996
86,2,0.36856407
86,3,0.5555088
86,4,0.69458336
86,5,0.6238435999999999
86,6,0.37124586
86,7,0.7153050999999999
86,8,0.662137
86,9,0.44943738
86,10,0.48767245
86,11,0.5774706000000001
86,12,0.50812495
86,13,0.690008
86,14,0.49878982
86,15,0.6010759
87,0,0.8415625
87,1,0.77270067
87,2,0.5451081
87,3,0.7139923
87,4,0.7143818000000001
87,5,0.9048360000000001
87,6,0.6764015
87,7,0.92412686
87,8,0.8587736999999999
87,9,0.23496015
87,10,0.637867
87,11,0.67537785
87,12,0.67687666
87,13,0.8746294
87,14,0.8748870999999999
87,15,0.8294305000000001
88,0,0.68019694
88,1,0.48914573
88,2,0.33872893
88,3,0.5602573000000001
88,4,0.5733953
88,5,0.6409272
88,6,0.33329692
88,7,0.72414494
88,8,0.6678550999999999
88,9,0.43920365
88,10,0.4827817
88,11,0.46650590000000003
88,12,0.45533955
88,13,0.7086034000000001
88,14,0.6396915
88,15,0.61501324
89,0,0.6558086
89,1,0.55652356
89,2,0.44000638
89,3,0.5896128
89,4,0.6524701
89,5,0.73343515
89,6,0.51697505
89,7,0.75428826
89,8,0.6376343000000001
89,9,0.35483947
89,10,0.5340784000000001
89,11,0.6385058000000001
89,12,0.5632786999999999
89,13,0.722699
89,14,0.6245763000000001
89,15,0.64306855
90,0,0.7824300000000001
90,1,0.73847836
90,2,0.4969005
90,3,0.6770311
90,4,0.7261426999999999
90,5,0.8684187
90,6,0.59682584
90,7,0.88178855
90,8,0.80154496
90,9,0.26332077
90,10,0.5947663000000001
90,11,0.6711595
90,12,0.6638002
90,13,0.8177349
90,14,0.7731448000000001
90,15,0.7736495
91,0,0.7718355
91,1,0.5489246999999999
91,2,0.3759902
91,3,0.6348019
91,4,0.60713345
91,5,0.8205841
91,6,0.35974842
91,7,0.7877466
91,8,0.77526385
91,9,0.46611959999999997
91,10,0.47969833
91,11,0.4395992
91,12,0.5071667000000001
91,13,0.77692455
91,14,0.80206317
91,15,0.7122491999999999
92,0,0.7533776
92,1,0.6983687
92,2,0.4403928
92,3,0.6465271
92,4,0.6242668
92,5,0.6762836
92,6,0.66436344
92,7,0.83333576
92,8,0.81772715
92,9,0.34934726
92,10,0.7241437
92,11,0.61657405
92,12,0.64538175
92,13,0.8103013000000001
92,14,0.81536704
92,15,0.7268960999999999
93,0,0.7374255999999999
93,1,0.72030807
93,2,0.44191575
93,3,0.69533604
93,4,0.7629703
93,5,0.78314245
93,6,0.6829026999999999
93,7,0.84238786
93,8,0.8539346
93,9,0.55364287
93,10,0.70021105
93,11,0.6995254
93,12,0.7208548
93,13,0.81649876
93,14,0.7749553000000001
93,15,0.7469388000000001
94,0,0.57582545
94,1,0.4140276
94,2,0.32058683
94,3,0.5042724000000001
94,4,0.46856156
94,5,0.65111506
94,6,0.32548395
94,7,0.6092236
94,8,0.53986716
94,9,0.32690635
94,10,0.36461416
94,11,0.37899283
94,12,0.39867290000000005
94,13,0.59766215
94,14,0.6001132
94,15,0.5497101
95,0,0.6732314
95,1,0.5513314
95,2,0.33116186
95,3,0.554866
95,4,0.52941126
95,5,0.78127265
95,6,0.3002263
95,7,0.716229
95,8,0.64401174
95,9,0.2529231
95,10,0.30975232
95,11,0.31603876
95,12,0.43540559999999995
95,13,0.663709
95,14,0.69314545
95,15,0.67463577
96,0,0.7453831
96,1,0.5392939999999999
96,2,0.4324745
96,3,0.7107728
96,4,0.74292773
96,5,0.8191841999999999
96,6,0.42966178
96,7,0.80281055
96,8,0.8106890999999999
96,9,0.6868605
96,10,0.48991224
96,11,0.6249745
96,12,0.54657745
96,13,0.82052594
96,14,0.74123406
96,15,0.7231264000000001
97,0,0.72498894
97,1,0.5315491
97,2,0.36987266
97,3,0.6882675
97,4,0.6751621
97,5,0.73240197
97,6,0.40825257
97,7,0.7797429
97,8,0.7985275
97,9,0.6838765
97,10,0.49268362
97,11,0.5137923
97,12,0.5244310999999999
97,13,0.8017531
97,14,0.7731394
97,15,0.7098408
98,0,0.5109982
98,1,0.43101480000000003
98,2,0.24512963
98,3,0.45036045
98,4,0.44772252
98,5,0.49515042
98,6,0.25920403
98,7,0.5725479
98,8,0.5372478
98,9,0.3223992
98,10,0.3732149
98,11,0.3363111
98,12,0.37724778
98,13,0.5404243000000001
98,14,0.5174372
98,15,0.49474266
99,0,0.511966
99,1,0.6156104
99,2,0.33282498
99,3,0.49691063
99,4,0.52321935
99,5,0.50870275
99,6,0.4939577
99,7,0.65732956
99,8,0.5804316999999999
99,9,0.21471445
99,10,0.6115534
99,11,0.5342226999999999
99,12,0.524151
99,13,0.5873648
99,14,0.5492104
99,15,0.5412638000000001
100,0,0.6824903
100,1,0.6474844
100,2,0.38582733
100,3,0.55639744
100,4,0.47605047
100,5,0.56412715
100,6,0.68118024
100,7,0.72744364
100,8,0.74477464
100,9,0.25577077
100,10,0.6936770999999999
100,11,0.50050086
100,12,0.59828305
100,13,0.7146256999999999
100,14,0.79022384
100,15,0.6484601
101,0,0.8594433000000001
101,1,0.7688416
101,2,0.53613406
101,3,0.7233850000000001
101,4,0.68794674
101,5,0.8873459
101,6,0.6851639
101,7,0.91859376
101,8,0.87828505
101,9,0.27180920000000003
101,10,0.6566308000000001
101,11,0.70340574
101,12,0.678141
101,13,0.87411255
101,14,0.89916444
101,15,0.8107033
102,0,0.64821094
102,1,0.4012705
102,2,0.2882285
102,3,0.5422169
102,4,0.33474687
102,5,0.69145536
102,6,0.19281998
102,7,0.6082268
102,8,0.6340644
102,9,0.29008490000000003
102,10,0.26544070000000003
102,11,0.23745988
102,12,0.28892598
102,13,0.6054298
102,14,0.76132834
102,15,0.5812396
103,0,0.78822255
103,1,0.72888404
103,2,0.5334906
103,3,0.7276911
103,4,0.7168251
103,5,0.75093704
103,6,0.6843515
103,7,0.894594
103,8,0.86056954
103,9,0.35758325
103,10,0.7216832
103,11,0.7283698000000001
103,12,0.65987325
103,13,0.8767311
103,14,0.83991075
103,15,0.7755554
104,0,0.75852174
104,1,0.5626175999999999
104,2,0.3975886
104,3,0.64802575
104,4,0.58606285
104,5,0.6471275
104,6,0.52122796
104,7,0.77833813
104,8,0.8041781
104,9,0.50864655
104,10,0.58100486
104,11,0.5298194
104,12,0.49355623
104,13,0.8038185
104,14,0.8088853
104,15,0.6923967
105,0,0.6172166
105,1,0.5370549
105,2,0.28839532
105,3,0.5159471
105,4,0.45628083
105,5,0.49816036
105,6,0.43166497
105,7,0.65079707
105,8,0.6455766
105,9,0.38783073
105,10,0.61283964
105,11,0.45840225
105,12,0.47317314
105,13,0.62306464
105,14,0.68213797
105,15,0.5356645999999999
106,0,0.57409316
106,1,0.43826264
106,2,0.29929724
106,3,0.44690824
106,4,0.3763785
106,5,0.6625837
106,6,0.34569332
106,7,0.56427795
106,8,0.5596595999999999
106,9,0.15929435
106,10,0.27816940000000007
106,11,0.26245952
106,12,0.38799438
106,13,0.5452899999999999
106,14,0.644204
106,15,0.5500001999999999
107,0,0.65860236
107,1,0.5196674
107,2,0.35468718
107,3,0.5363504
107,4,0.43569875
107,5,0.6130589
107,6,0.43714684
107,7,0.67920995
107,8,0.6668213000000001
107,9,0.2511018
107,10,0.49355373
107,11,0.40698720000000005
107,12,0.4549326
107,13,0.6718552
107,14,0.72986704
107,15,0.6186666000000001
108,0,0.5103969
108,1,0.4724331
108,2,0.43306977
108,3,0.49915963
108,4,0.6086411999999999
108,5,0.451298
108,6,0.6232109
108,7,0.6070253000000001
108,8,0.5819333000000001
108,9,0.3241887
108,10,0.443221
108,11,0.6410077
108,12,0.500087
108,13,0.6409771
108,14,0.43780568
108,15,0.5464296999999999
109,0,0.8582975
109,1,0.795433
109,2,0.49582905
109,3,0.6994811
109,4,0.7298824
109,5,0.8434149
109,6,0.6723689
109,7,0.93823814
109,8,0.88667315
109,9,0.31402078
109,10,0.7551304
109,11,0.6813948000000001
109,12,0.7128101
109,13,0.88152397
109,14,0.87008196
109,15,0.8089888000000001
110,0,0.73609024
110,1,0.63937074
110,2,0.45069844
110,3,0.59536403
110,4,0.5507692
110,5,0.7470218000000001
110,6,0.62927204
110,7,0.74154884
110,8,0.7646475
110,9,0.27787998
110,10,0.5762208000000001
110,11,0.5883688
110,12,0.5616389
110,13,0.72386855
110,14,0.7880878000000001
110,15,0.66327065
111,0,0.6204906
111,1,0.58953285
111,2,0.39723206
111,3,0.49721172
111,4,0.5103356
111,5,0.45719546
111,6,0.6794423
111,7,0.67399037
111,8,0.67804503
111,9,0.24677326
111,10,0.6881861
111,11,0.5914983
111,12,0.55661535
111,13,0.6687512
111,14,0.6296621
111,15,0.5709935
112,0,0.78855217
112,1,0.5970163
112,2,0.5105536
112,3,0.6558918
112,4,0.64887565
112,5,0.8498650999999999
112,6,0.5926560000000001
112,7,0.80334085
112,8,0.8051906
112,9,0.28221133
112,10,0.41804633
112,11,0.54182935
112,12,0.5249699000000001
112,13,0.8229626
112,14,0.81658506
112,15,0.77135736
113,0,0.6879708999999999
113,1,0.49756846
113,2,0.34538683
113,3,0.51148254
113,4,0.43945727
113,5,0.73852974
113,6,0.37531176
113,7,0.6829349
113,8,0.6741859
113,9,0.21715601
113,10,0.41908019999999996
113,11,0.3233905
113,12,0.4634403
113,13,0.6691083000000001
113,14,0.7270331
113,15,0.6481361999999999
114,0,0.8797514999999999
114,1,0.7071119
114,2,0.48089793
114,3,0.7771100999999999
114,4,0.7325054
114,5,0.8832154000000001
114,6,0.59631604
114,7,0.9241741
114,8,0.9363698
114,9,0.57522595
114,10,0.6199985
114,11,0.6269085
114,12,0.6334091
114,13,0.92709535
114,14,0.9358671999999999
114,15,0.8470815999999999
115,0,0.7625903
115,1,0.6276208000000001
115,2,0.44041145
115,3,0.66371554
115,4,0.63923305
115,5,0.7378739000000001
115,6,0.60651034
115,7,0.8135809
115,8,0.8075545
115,9,0.46280423
115,10,0.6300639
115,11,0.60933137
115,12,0.61449116
115,13,0.81074685
115,14,0.8110963999999999
115,15,0.7250215
116,0,0.7366241
116,1,0.459967
116,2,0.31409463
116,3,0.6328411
116,4,0.529412
116,5,0.74739236
116,6,0.2974058
116,7,0.7067456
116,8,0.7670977
116,9,0.6582462
116,10,0.44120654
116,11,0.40642282
116,12,0.4414885
116,13,0.73090005
116,14,0.802265
116,15,0.65246946
117,0,0.5886203000000001
117,1,0.4416465
117,2,0.31904382
117,3,0.48897412
117,4,0.41266617
117,5,0.6777085
117,6,0.23089989
117,7,0.6294851
117,8,0.5078136
117,9,0.1700195
117,10,0.31345198
117,11,0.34677267
117,12,0.34301472
117,13,0.5758182
117,14,0.62353873
117,15,0.5442037
118,0,0.6491764
118,1,0.46901336
118,2,0.32809246
118,3,0.60795397
118,4,0.5334696999999999
118,5,0.73524094
118,6,0.23777416
118,7,0.6751413
118,8,0.6601891
118,9,0.4363549
118,10,0.3262131
118,11,0.39648265
118,12,0.37458435
118,13,0.6574094
118,14,0.70884717
118,15,0.6085483
119,0,0.65154487
119,1,0.5069788
119,2,0.38152668
119,3,0.5432763
119,4,0.5887318
119,5,0.7920204000000001
119,6,0.34731936
119,7,0.69339997
119,8,0.66737896
119,9,0.2343868
119,10,0.29008606
119,11,0.3679027
119,12,0.44220424
119,13,0.67496574
119,14,0.64389455
119,15,0.6731228
120,0,0.7804545
120,1,0.6211727
120,2,0.5167269
120,3,0.6397371000000001
120,4,0.6530687
120,5,0.84907293
120,6,0.61557484
120,7,0.8370458000000001
120,8,0.782798
120,9,0.25257888
120,10,0.5450189999999999
120,11,0.593104
120,12,0.6038736
120,13,0.8303758
120,14,0.7852300999999999
120,15,0.7773543
121,0,0.8155492
121,1,0.6499305000000001
121,2,0.46683052
121,3,0.66462195
121,4,0.65104824
121,5,0.8577758
121,6,0.5607165
121,7,0.85191625
121,8,0.8168166
121,9,0.27529633
121,10,0.45045048
121,11,0.48293924
121,12,0.5789382
121,13,0.8385572
121,14,0.84975684
121,15,0.8059415
122,0,0.847717
122,1,0.67369986
122,2,0.48872828
122,3,0.7826504
122,4,0.7797574
122,5,0.84345454
122,6,0.61768544
122,7,0.92025685
122,8,0.92854404
122,9,0.71288234
122,10,0.75987124
122,11,0.75882846
122,12,0.69316286
122,13,0.92952764
122,14,0.8852975000000001
122,15,0.7995147
123,0,0.8043448000000001
123,1,0.52345806
123,2,0.3914473
123,3,0.6814473000000001
123,4,0.55346483
123,5,0.750901
123,6,0.52511925
123,7,0.7735785
123,8,0.8442822
123,9,0.66949195
123,10,0.56867903
123,11,0.5343985
123,12,0.5462170999999999
123,13,0.81931585
123,14,0.8852136999999999
123,15,0.7045643
124,0,0.8615265
124,1,0.6761669
124,2,0.45472809999999997
124,3,0.7394746999999999
124,4,0.71911395
124,5,0.80936354
124,6,0.5427593000000001
124,7,0.9158636999999998
124,8,0.89806664
124,9,0.5851162
124,10,0.73693854
124,11,0.69515175
124,12,0.6390609
124,13,0.89787924
124,14,0.8767358000000001
124,15,0.7742150999999999
125,0,0.39993194
125,1,0.42209548
125,2,0.2636574
125,3,0.36118576
125,4,0.42500505
125,5,0.3327663
125,6,0.45960948
125,7,0.5054862
125,8,0.4282103
125,9,0.20497568
125,10,0.41288528
125,11,0.35318577
125,12,0.41048563
125,13,0.5028835
125,14,0.37690999999999997
125,15,0.46413082
126,0,0.46642274
126,1,0.49918362
126,2,0.308289
126,3,0.44717965
126,4,0.5537168
126,5,0.4903099
126,6,0.40667528
126,7,0.5563839
126,8,0.54876435
126,9,0.28890544
126,10,0.39678612
126,11,0.52180964
126,12,0.44388935
126,13,0.52054924
126,14,0.4073505
126,15,0.4658476
127,0,0.7026401
127,1,0.5079522
127,2,0.34911996
127,3,0.60891426
127,4,0.51157224
127,5,0.65162116
127,6,0.39784288
127,7,0.6969593000000001
127,8,0.7202729999999999
127,9,0.48942807
127,10,0.43842643
127,11,0.44399852
127,12,0.41564712
127,13,0.71243876
127,14,0.7661591
127,15,0.62918895
128,0,0.72718877
128,1,0.6917445
128,2,0.42767715
128,3,0.5893406
128,4,0.6092514
128,5,0.6816260999999999
128,6,0.63477445
128,7,0.7894441
128,8,0.75262177
128,9,0.24162678
128,10,0.6211262
128,11,0.5926198
128,12,0.62222326
128,13,0.7449766999999999
128,14,0.7350558
128,15,0.6864979
129,0,0.47921040000000004
129,1,0.39595202
129,2,0.2675804
129,3,0.5039705
129,4,0.41796672
129,5,0.3800725
129,6,0.36604634
129,7,0.5348724
129,8,0.5563638000000001
129,9,0.44947020000000004
129,10,0.39587986
129,11,0.40029338
129,12,0.36438748
129,13,0.56163406
129,14,0.5463251
129,15,0.48473984
130,0,0.89561677
130,1,0.7045003000000001
130,2,0.48921758
130,3,0.8295005
130,4,0.80328315
130,5,0.8995478000000001
130,6,0.6338866
130,7,0.9593062
130,8,0.9844752
130,9,0.7510198
130,10,0.7092503000000001
130,11,0.7082189999999999
130,12,0.7155906
130,13,0.9768735999999999
130,14,0.94827014
130,15,0.87098473
131,0,0.69550836
131,1,0.59600914
131,2,0.42181537
131,3,0.65787405
131,4,0.615487
131,5,0.6297359
131,6,0.55454016
131,7,0.7730551999999999
131,8,0.7662654999999999
131,9,0.49935034
131,10,0.65565306
131,11,0.62473744
131,12,0.5594621999999999
131,13,0.77924216
131,14,0.7458829
131,15,0.6668615
132,0,0.7185685
132,1,0.5711293000000001
132,2,0.35504174
132,3,0.649825
132,4,0.5800888000000001
132,5,0.65603036
132,6,0.45633670000000004
132,7,0.7644939000000001
132,8,0.7618501999999999
132,9,0.50662446
132,10,0.53131235
132,11,0.49468705
132,12,0.5129337
132,13,0.76306224
132,14,0.76863825
132,15,0.6882835999999999
133,0,0.6475337
133,1,0.4259772
133,2,0.3809282
133,3,0.54394937
133,4,0.51127654
133,5,0.5656613
133,6,0.5238209
133,7,0.6408869
133,8,0.6617685999999999
133,9,0.47104162
133,10,0.45308802
133,11,0.4905674
133,12,0.43976942
133,13,0.69736856
133,14,0.66313255
133,15,0.58680737
134,0,0.65405464
134,1,0.60104424
134,2,0.48852965
134,3,0.57669294
134,4,0.65228254
134,5,0.7229135999999999
134,6,0.62159735
134,7,0.7374845999999999
134,8,0.72179604
134,9,0.2726421
134,10,0.6162055999999999
134,11,0.67913973
134,12,0.57666636
134,13,0.72753024
134,14,0.63783234
134,15,0.6582229
135,0,0.9083582
135,1,0.8308249
135,2,0.5920377
135,3,0.8352725000000001
135,4,0.83887976
135,5,0.9157190000000001
135,6,0.83726794
135,7,1.0038110999999998
135,8,1.0058378000000001
135,9,0.54236364
135,10,0.8340721999999999
135,11,0.86106336
135,12,0.81130475
135,13,0.9977139000000002
135,14,0.9612909
135,15,0.8939815000000001
136,0,0.8839174000000001
136,1,0.70889205
136,2,0.5118807
136,3,0.8090795000000001
136,4,0.8153031999999999
136,5,0.87158686
136,6,0.7126038
136,7,0.9483982
136,8,0.97664213
136,9,0.7269251
136,10,0.7444853
136,11,0.7550896
136,12,0.7238292
136,13,0.97194153
136,14,0.9300073
136,15,0.8521827
137,0,0.7348747
137,1,0.70012933
137,2,0.43845055
137,3,0.64806426
137,4,0.65764093
137,5,0.6940404
137,6,0.65044326
137,7,0.8195148000000001
137,8,0.7963017
137,9,0.41248828
137,10,0.72216564
137,11,0.6595879
137,12,0.64181834
137,13,0.79213434
137,14,0.770092
137,15,0.7041111999999999
138,0,0.7158519
138,1,0.71326274
138,2,0.44559506
138,3,0.62880737
138,4,0.67454857
138,5,0.72379655
138,6,0.6475116999999999
138,7,0.80785525
138,8,0.7682558
138,9,0.30295068
138,10,0.65023875
138,11,0.6479767
138,12,0.656467
138,13,0.75717586
138,14,0.7478333
138,15,0.69678336
139,0,0.54739845
139,1,0.5183162
139,2,0.34185135
139,3,0.5636671
139,4,0.6030531
139,5,0.5803325
139,6,0.3194498
139,7,0.6834843
139,8,0.5968005
139,9,0.38308176
139,10,0.4461236
139,11,0.53057873
139,12,0.45243707
139,13,0.63870645
139,14,0.5063995
139,15,0.5746606
140,0,0.67814773
140,1,0.5774414000000001
140,2,0.41607195
140,3,0.6141922
140,4,0.68346924
140,5,0.6962474
140,6,0.48627654
140,7,0.76809675
140,8,0.71956927
140,9,0.44216755
140,10,0.55962676
140,11,0.6159391
140,12,0.5533637
140,13,0.745953
140,14,0.6544773
140,15,0.6572751
141,0,0.8018885
141,1,0.7419384
141,2,0.5356534000000001
141,3,0.7026244
141,4,0.67962784
141,5,0.8630148999999999
141,6,0.7011812
141,7,0.8774999
141,8,0.8356485
141,9,0.23980743
141,10,0.5837954000000001
141,11,0.6654569
141,12,0.65287936
141,13,0.8465290999999999
141,14,0.85385203
141,15,0.8062098000000001
142,0,0.87908125
142,1,0.7997403000000001
142,2,0.59210604
142,3,0.7860984000000001
142,4,0.82746714
142,5,0.88810253
142,6,0.8194511
142,7,0.96454775
142,8,0.96080416
142,9,0.49317932
142,10,0.8167039
142,11,0.8568665999999999
142,12,0.77123356
142,13,0.95795083
142,14,0.90826464
142,15,0.8473607
143,0,0.7432465
143,1,0.583993
143,2,0.42861393
143,3,0.6190861999999999
143,4,0.5632195
143,5,0.7695009
143,6,0.41708142
143,7,0.77546436
143,8,0.7504337
143,9,0.31285830000000003
143,10,0.5831883000000001
143,11,0.5719347
143,12,0.4901985
143,13,0.7425305999999999
143,14,0.7756281
143,15,0.6632054000000001
144,0,0.7713988
144,1,0.6707820999999999
144,2,0.3942921
144,3,0.68386596
144,4,0.712726
144,5,0.82286847
144,6,0.4262411
144,7,0.8537863000000001
144,8,0.8139029000000001
144,9,0.47312334
144,10,0.5562308000000001
144,11,0.55695313
144,12,0.5738904
144,13,0.803445
144,14,0.7763135
144,15,0.7425440999999999
145,0,0.6371359000000001
145,1,0.6214276
145,2,0.36344679999999996
145,3,0.5769350000000001
145,4,0.6837019
145,5,0.67740667
145,6,0.42594319999999997
145,7,0.7585744000000001
145,8,0.67754346
145,9,0.3751685
145,10,0.533033
145,11,0.5528596
145,12,0.5545848000000001
145,13,0.69828284
145,14,0.58894277
145,15,0.642441
146,0,0.79573536
146,1,0.68781906
146,2,0.4903563
146,3,0.714491
146,4,0.6959515000000001
146,5,0.7696204000000001
146,6,0.6566672
146,7,0.8697931999999999
146,8,0.85000724
146,9,0.47251758
146,10,0.6979166
146,11,0.71843576
146,12,0.6502403
146,13,0.8566492
146,14,0.8400561
146,15,0.7519405
147,0,0.5367472
147,1,0.48582837
147,2,0.41899765
147,3,0.46297553
147,4,0.64587927
147,5,0.67879117
147,6,0.47207132
147,7,0.6340528
147,8,0.5583332
147,9,0.21300927
147,10,0.44214532
147,11,0.58860284
147,12,0.5129260999999999
147,13,0.6041979999999999
147,14,0.42851105
147,15,0.5587876
148,0,0.7464672
148,1,0.6456088000000001
148,2,0.46537304
148,3,0.6158733000000001
148,4,0.66935337
148,5,0.8053121999999999
148,6,0.5846395000000001
148,7,0.8154473000000001
148,8,0.762586
148,9,0.29030290000000003
148,10,0.6043258
148,11,0.6008472
148,12,0.6083797
148,13,0.7853601
148,14,0.7425470000000001
148,15,0.7322528
149,0,0.7936448
149,1,0.73974824
149,2,0.5209319
149,3,0.67089635
149,4,0.7095210999999999
149,5,0.7773791
149,6,0.7190095999999999
149,7,0.8896698000000001
149,8,0.82433516
149,9,0.29826307
149,10,0.7598206000000001
149,11,0.7534481
149,12,0.69806814
149,13,0.84906036
149,14,0.7931969
149,15,0.75525355
